Entity,Code,Year,Change in global mean surface temperature caused by nitrous oxide emissions from fossil fuels and industry,Change in global mean surface temperature caused by nitrous oxide emissions from agriculture and land use,Change in global mean surface temperature caused by methane emissions from fossil fuels and industry,Change in global mean surface temperature caused by methane emissions from agriculture and land use,Change in global mean surface temperature caused by CO₂ emissions from fossil fuels and industry,Change in global mean surface temperature caused by CO₂ emissions from agriculture and land use
Afghanistan,AFG,1906,2.7259063e-7,0.000008979464,0.000015811065,0.00007216385,0,0.00013352028
Afghanistan,AFG,1907,2.7956565e-7,0.000009203035,0.000016201862,0.00007387908,0,0.00013686926
Afghanistan,AFG,1908,2.866549e-7,0.00000942867,0.000016596397,0.000075595715,0,0.00014026438
Afghanistan,AFG,1909,2.9385563e-7,0.00000965635,0.000016994738,0.00007731377,0,0.00014369564
Afghanistan,AFG,1910,3.0116303e-7,0.000009886024,0.000017396726,0.000079033234,0,0.00014720517
Afghanistan,AFG,1911,3.085738e-7,0.000010117534,0.000017783217,0.00008067797,0,0.00015076625
Afghanistan,AFG,1912,3.160876e-7,0.000010350707,0.000018153443,0.000082247985,0,0.00015437031
Afghanistan,AFG,1913,3.237043e-7,0.00001058546,0.000018507397,0.00008374327,0,0.000157994
Afghanistan,AFG,1914,3.3142376e-7,0.000010821795,0.000018845076,0.00008516383,0,0.00016165059
Afghanistan,AFG,1915,3.39246e-7,0.000011059805,0.00001916637,0.000086509666,0,0.00016532156
Afghanistan,AFG,1916,3.471711e-7,0.000011299673,0.00001947138,0.000087780776,0,0.00016897023
Afghanistan,AFG,1917,3.5519926e-7,0.000011541671,0.000019760104,0.00008897716,0,0.00017263158
Afghanistan,AFG,1918,3.633308e-7,0.000011786157,0.000020032541,0.000090098816,0,0.00017629411
Afghanistan,AFG,1919,3.7156613e-7,0.000012033582,0.000020288579,0.00009114575,0,0.00017996314
Afghanistan,AFG,1920,3.7990574e-7,0.000012284482,0.000020528321,0.00009211795,0,0.0001835434
Afghanistan,AFG,1921,3.8835137e-7,0.000012541886,0.000020772548,0.00009313782,0,0.00018711304
Afghanistan,AFG,1922,3.969052e-7,0.000012810624,0.000021022559,0.00009420536,0,0.00019068095
Afghanistan,AFG,1923,4.0556867e-7,0.000013094594,0.000021278458,0.00009532056,0,0.00019422096
Afghanistan,AFG,1924,4.1434242e-7,0.000013396756,0.000021539934,0.00009648342,0,0.00019776322
Afghanistan,AFG,1925,4.2322625e-7,0.000013719134,0.000021806994,0.00009769395,0,0.00020128931
Afghanistan,AFG,1926,4.3221914e-7,0.000014062816,0.000022079637,0.000098952136,0,0.00020481
Afghanistan,AFG,1927,4.4131923e-7,0.000014427957,0.000022357648,0.00010025799,0,0.00020832257
Afghanistan,AFG,1928,4.5052394e-7,0.000014813771,0.000022641025,0.00010161151,0,0.00021182439
Afghanistan,AFG,1929,4.5982975e-7,0.000015218539,0.00002292977,0.000103012695,0,0.0002153426
Afghanistan,AFG,1930,4.6923242e-7,0.000015639607,0.000023223865,0.00010446154,0,0.00021881623
Afghanistan,AFG,1931,4.787287e-7,0.000016074868,0.000023543347,0.00010603936,0,0.00022229557
Afghanistan,AFG,1932,4.8831816e-7,0.000016523523,0.000023888953,0.00010774615,0,0.00022577264
Afghanistan,AFG,1933,4.980023e-7,0.00001698496,0.000024260726,0.0001095819,0,0.00022926409
Afghanistan,AFG,1934,5.077846e-7,0.000017458759,0.000024658588,0.00011154664,0,0.00023274947
Afghanistan,AFG,1935,5.1767023e-7,0.000017944689,0.000025082676,0.00011364034,0,0.00023625111
Afghanistan,AFG,1936,5.276666e-7,0.000018442712,0.000025532916,0.00011594072,0,0.00023977418
Afghanistan,AFG,1937,5.3778274e-7,0.00001895298,0.00002600933,0.00011844949,0,0.00024329638
Afghanistan,AFG,1938,5.480297e-7,0.000019475836,0.000026511827,0.00012116834,0,0.0002468491
Afghanistan,AFG,1939,5.584205e-7,0.000020011814,0.000027040522,0.00012409897,0,0.00025041722
Afghanistan,AFG,1940,5.689699e-7,0.000020561636,0.000027595324,0.00012724308,0,0.00025400438
Afghanistan,AFG,1941,5.798258e-7,0.000021133188,0.000028164513,0.00013051093,0,0.0002576226
Afghanistan,AFG,1942,5.912326e-7,0.00002173939,0.000028746816,0.00013390447,0,0.00026123892
Afghanistan,AFG,1943,6.0338186e-7,0.000022390172,0.000029342234,0.00013742562,0,0.00026485784
Afghanistan,AFG,1944,6.1641265e-7,0.000023092474,0.000029951078,0.00014107632,0,0.0002685185
Afghanistan,AFG,1945,6.30411e-7,0.000023850247,0.000030559295,0.00014485851,0,0.00027219858
Afghanistan,AFG,1946,6.454105e-7,0.000024664449,0.00003116655,0.00014877411,0,0.0002759295
Afghanistan,AFG,1947,6.613919e-7,0.000025533052,0.000031698106,0.00015282507,0,0.0002797456
Afghanistan,AFG,1948,6.7828313e-7,0.000026451035,0.000032229887,0.0001570133,0,0.00028350012
Afghanistan,AFG,1949,6.959595e-7,0.000027410386,0.000032777716,0.00016134077,6.6e-9,0.00028719474
Afghanistan,AFG,1950,7.142436e-7,0.000028400107,0.000033479417,0.00016580938,4.455e-8,0.00029125848
Afghanistan,AFG,1951,7.3299515e-7,0.000029417013,0.0000341825,0.0001704161,8.58e-8,0.0002956865
Afghanistan,AFG,1952,7.5215746e-7,0.000030466572,0.000034884277,0.0001751775,1.2705e-7,0.00030042295
Afghanistan,AFG,1953,7.716903e-7,0.000031552514,0.000035599925,0.00018011057,1.749e-7,0.00030549886
Afghanistan,AFG,1954,7.9157e-7,0.000032676828,0.000036326706,0.00018523273,2.2275e-7,0.0003108658
Afghanistan,AFG,1955,8.1178973e-7,0.000033839762,0.000037136007,0.00019056175,2.9205e-7,0.00031660494
Afghanistan,AFG,1956,8.3235886e-7,0.000035039833,0.00003802321,0.00019604297,3.7455e-7,0.00032268354
Afghanistan,AFG,1957,8.5330385e-7,0.000036273803,0.00003915894,0.00020169323,5.0655e-7,0.0003291008
Afghanistan,AFG,1958,8.7466714e-7,0.000037536713,0.00004037578,0.00020752975,6.5505e-7,0.00033594028
Afghanistan,AFG,1959,8.965083e-7,0.00003882185,0.000041670013,0.00021357005,8.282329e-7,0.00034308928
Afghanistan,AFG,1960,9.189032e-7,0.000040120765,0.000043035154,0.00021983203,0.0000010146167,0.00034998448
Afghanistan,AFG,1961,9.4200385e-7,0.000041415606,0.000044506665,0.00022468303,0.0000012356365,0.00035591892
Afghanistan,AFG,1962,9.660044e-7,0.000042697942,0.000046257257,0.00022960834,0.0000015457293,0.00036140377
Afghanistan,AFG,1963,9.910651e-7,0.00004400209,0.000048074053,0.00023494239,0.000001863992,0.00036673364
Afghanistan,AFG,1964,0.0000010173119,0.00004533348,0.000050147348,0.00024033556,0.0000022416145,0.0003713472
Afghanistan,AFG,1965,0.0000010448364,0.00004669602,0.00005248001,0.00024590414,0.000002695057,0.000376041
Afghanistan,AFG,1966,0.0000010736966,0.00004809258,0.000054968066,0.00025194144,0.000003186436,0.00038036704
Afghanistan,AFG,1967,0.0000011039158,0.00004952505,0.000058155245,0.00025781317,0.000003763695,0.0003841711
Afghanistan,AFG,1968,0.0000011354834,0.000051021474,0.000061424034,0.00026395833,0.0000043146215,0.00038775933
Afghanistan,AFG,1969,0.0000011683549,0.000052511466,0.00006394315,0.00026974373,0.000004738484,0.00039108863
Afghanistan,AFG,1970,0.0000012028497,0.00005400879,0.000066514396,0.00027550635,0.00000549071,0.0003944026
Afghanistan,AFG,1971,0.0000012388235,0.000055489072,0.00006916632,0.00028089414,0.0000063434295,0.00039741225
Afghanistan,AFG,1972,0.0000012767475,0.000056634934,0.000072060095,0.00028293926,0.000007032587,0.00040014027
Afghanistan,AFG,1973,0.0000013160102,0.000057906498,0.000074949436,0.00028543448,0.000007769077,0.0004026085
Afghanistan,AFG,1974,0.0000013577555,0.000059290887,0.00007800626,0.00028867865,0.000008630622,0.00040483926
Afghanistan,AFG,1975,0.0000014014628,0.00006079325,0.00008108537,0.00029273695,0.000009585939,0.00040686523
Afghanistan,AFG,1976,0.0000014462646,0.00006233895,0.00008387356,0.00029683657,0.000010477974,0.0004087505
Afghanistan,AFG,1977,0.000001494,0.000063852545,0.00008648205,0.00030017886,0.000011551634,0.00041051317
Afghanistan,AFG,1978,0.0000015425371,0.0000653411,0.00008900289,0.00030315938,0.000012521324,0.0004121213
Afghanistan,AFG,1979,0.0000015930398,0.00006678344,0.0000913686,0.00030538574,0.000013526795,0.00041369218
Afghanistan,AFG,1980,0.0000016454451,0.00006823996,0.00009397472,0.00030716334,0.000014317706,0.00041518014
Afghanistan,AFG,1981,0.0000017007691,0.0000696802,0.00009632863,0.00031009698,0.000015208662,0.000416638
Afghanistan,AFG,1982,0.0000017575221,0.000071140035,0.000098248165,0.0003126772,0.00001615191,0.0004179323
Afghanistan,AFG,1983,0.0000018185805,0.00007250742,0.00010007724,0.0003137123,0.000017286715,0.00041917243
Afghanistan,AFG,1984,0.0000018807486,0.00007379867,0.00010166861,0.00031254272,0.000018557332,0.0004202913
Afghanistan,AFG,1985,0.0000019495153,0.00007498819,0.00010318293,0.00030932316,0.000020134117,0.00042130807
Afghanistan,AFG,1986,0.0000020198222,0.00007599367,0.00010449956,0.00030304355,0.000021545284,0.00042222685
Afghanistan,AFG,1987,0.0000020921766,0.00007708868,0.00010442643,0.0002975389,0.000022947526,0.00042305692
Afghanistan,AFG,1988,0.00000216491,0.000078231555,0.000104027575,0.00029217734,0.000024234065,0.0004238673
Afghanistan,AFG,1989,0.000002237591,0.00007936762,0.00010347514,0.00028675352,0.000025479156,0.00042461266
Afghanistan,AFG,1990,0.000002312812,0.00008048346,0.000102814076,0.00028110784,0.000026390764,0.00042522638
Afghanistan,AFG,1991,0.0000023883103,0.00008163286,0.00010225684,0.00027613307,0.000027252827,0.0004258216
Afghanistan,AFG,1992,0.0000024607764,0.00008276097,0.000101628655,0.00027420337,0.000027920236,0.0004258166
Afghanistan,AFG,1993,0.0000025372467,0.00008390251,0.00010128581,0.00027170344,0.000028589848,0.00042538118
Afghanistan,AFG,1994,0.000002616892,0.00008497202,0.0001010918,0.00026870903,0.000029244547,0.00042506694
Afghanistan,AFG,1995,0.0000027044796,0.00008608771,0.00010115354,0.00026538502,0.000029882809,0.00042494305
Afghanistan,AFG,1996,0.000002797959,0.00008729994,0.0001016818,0.00026348574,0.000030499805,0.00042536977
Afghanistan,AFG,1997,0.0000028952227,0.000088637586,0.00010234041,0.00026347325,0.0000310871,0.0004266121
Afghanistan,AFG,1998,0.0000029926628,0.000090094916,0.000103168946,0.00026460105,0.000031662847,0.00042700555
Afghanistan,AFG,1999,0.0000030892436,0.00009166393,0.00010424357,0.0002677949,0.00003215444,0.00042768696
Afghanistan,AFG,2000,0.0000031890434,0.00009301455,0.00010526917,0.00026822367,0.00003262599,0.00042815713
Afghanistan,AFG,2001,0.0000032929026,0.00009419493,0.00010665197,0.00026577053,0.000033107437,0.0004288301
Afghanistan,AFG,2002,0.0000034016398,0.00009557118,0.000108535256,0.0002673255,0.000033711323,0.00043046585
Afghanistan,AFG,2003,0.0000035207786,0.00009699793,0.000110717665,0.00027029094,0.000034413653,0.00043207392
Afghanistan,AFG,2004,0.0000036429283,0.00009841155,0.00011317466,0.0002749091,0.00003497082,0.000433194
Afghanistan,AFG,2005,0.000003770704,0.0000998865,0.00011583654,0.00028145008,0.00003582172,0.00043411413
Afghanistan,AFG,2006,0.000003904947,0.00010129057,0.00011878138,0.0002906037,0.000036794117,0.0004349543
Afghanistan,AFG,2007,0.0000040477335,0.00010266203,0.00012297112,0.00029930624,0.000038054994,0.00043574403
Afghanistan,AFG,2008,0.00000421336,0.000104145714,0.00012775799,0.00030966566,0.000039970902,0.00043645743
Afghanistan,AFG,2009,0.0000044046146,0.000105739644,0.00013372197,0.0003206323,0.000042849344,0.00043710854
Afghanistan,AFG,2010,0.000004615168,0.00010750255,0.00014026428,0.0003350002,0.000046616246,0.00043764553
Afghanistan,AFG,2011,0.000004846388,0.000109304936,0.00014772336,0.00034890772,0.000051947365,0.00043812967
Afghanistan,AFG,2012,0.0000050727285,0.0001111195,0.00015513602,0.0003623402,0.000056466542,0.00043856192
Afghanistan,AFG,2013,0.000005287201,0.00011295121,0.00016273775,0.00037547087,0.0000606224,0.00043899892
Afghanistan,AFG,2014,0.000005500233,0.000114908435,0.00017052681,0.00038858555,0.00006471409,0.00043949095
Afghanistan,AFG,2015,0.0000057211764,0.00011684838,0.00017809946,0.00039961215,0.00006906884,0.0004399648
Afghanistan,AFG,2016,0.000005936997,0.00011877919,0.00018604624,0.0004085105,0.000073079624,0.00044054564
Afghanistan,AFG,2017,0.0000061573755,0.00012079664,0.00019460687,0.00041533046,0.000077437646,0.00044223206
Afghanistan,AFG,2018,0.00000638337,0.00012276639,0.00020352962,0.00042170132,0.00008221196,0.00044337104
Afghanistan,AFG,2019,0.000006608443,0.00012462541,0.00021224681,0.00042649152,0.000087086824,0.00044560398
Afghanistan,AFG,2020,0.000006826396,0.00012645166,0.0002193594,0.00043397603,0.0000923133,0.0004472259
Afghanistan,AFG,2021,0.0000070484266,0.00012820504,0.00022754817,0.0004441911,0.000096939,0.00044943404
Afghanistan,AFG,2022,0.000007273579,0.0001299469,0.00023562767,0.00045064592,0.00010169348,0.00045201596
Afghanistan,AFG,2023,0.000007495402,0.00013160851,0.0002430775,0.0004566877,0.00010665618,0.00045480567
Africa,,1851,0.000001088832,0.000003941651,0.0000049821388,0.000017184942,0,0.00011365544
Africa,,1852,0.000002190847,0.000007962131,0.000010104038,0.000034492354,0,0.0002339642
Africa,,1853,0.00000330584,0.000012058051,0.000015365586,0.00005192223,0,0.00035180844
Africa,,1854,0.0000044335284,0.00001622472,0.000020769432,0.000069474576,0,0.00047699024
Africa,,1855,0.0000055735504,0.000020456155,0.000026317153,0.00008714939,0,0.0006002025
Africa,,1856,0.0000067254673,0.000024745073,0.000031916956,0.00010494667,0,0.0007275723
Africa,,1857,0.000007888761,0.000029082898,0.000037663835,0.00012286642,0,0.0008580007
Africa,,1858,0.0000090628355,0.000033459753,0.00004357561,0.00014090864,0,0.0009881554
Africa,,1859,0.000010247016,0.00003786447,0.000049654132,0.00015907332,0,0.001137256
Africa,,1860,0.000011440551,0.000042284577,0.000055900928,0.00017736047,0,0.0012311599
Africa,,1861,0.000012642968,0.000046712245,0.000062364736,0.0001959211,0,0.001304148
Africa,,1862,0.0000138541445,0.00005114547,0.000069030924,0.00021475517,0,0.0013686763
Africa,,1863,0.0000150739925,0.000055582772,0.00007666631,0.00023386274,0,0.0014408112
Africa,,1864,0.000016302452,0.000060023176,0.00008450646,0.00025324375,0,0.0015046782
Africa,,1865,0.000017539498,0.00006446623,0.000092559945,0.00027289824,0,0.0015670991
Africa,,1866,0.000018785133,0.00006891199,0.00010072715,0.0002928262,0,0.001625218
Africa,,1867,0.00002003939,0.00007336103,0.00010909802,0.00031302762,0,0.0016767205
Africa,,1868,0.000021302334,0.00007781443,0.000117721764,0.0003335025,0,0.001722456
Africa,,1869,0.000022574066,0.00008227379,0.0001265642,0.00035425086,0,0.0017784748
Africa,,1870,0.000023854709,0.00008674123,0.00013562811,0.0003752727,0,0.0018359532
Africa,,1871,0.000025148312,0.00009128383,0.0001454972,0.00039662427,0,0.0018966069
Africa,,1872,0.000026461765,0.00009601568,0.00015496893,0.00041830554,0,0.0019525395
Africa,,1873,0.000027800355,0.00010102447,0.00016457787,0.00044031657,0,0.0020089196
Africa,,1874,0.00002916778,0.00010637142,0.00017432419,0.00046265734,0,0.002064704
Africa,,1875,0.00003056614,0.00011209135,0.00018421028,0.00048532782,0,0.00211848
Africa,,1876,0.000031995947,0.00011819266,0.00019434074,0.000508328,0,0.0021707623
Africa,,1877,0.000033456105,0.0001246573,0.00020463993,0.000531658,0,0.0022225438
Africa,,1878,0.000034943932,0.00013144079,0.00021510599,0.0005553177,0,0.00227591
Africa,,1879,0.00003645515,0.00013847226,0.00022574987,0.0005793071,0,0.002333862
Africa,,1880,0.000037983886,0.00014565437,0.00023658598,0.00060362625,0,0.0023840691
Africa,,1881,0.000039526192,0.00015292178,0.00024758265,0.00062815496,0,0.0024366034
Africa,,1882,0.000041081235,0.00016026056,0.00025875907,0.00065289316,0,0.002503207
Africa,,1883,0.000042648335,0.00016765959,0.0002694221,0.0006778409,0,0.002563355
Africa,,1884,0.000044227,0.00017511054,0.0002802154,0.00070299825,9.9e-9,0.0026200407
Africa,,1885,0.000045816887,0.00018260791,0.000291204,0.0007283651,2.64e-8,0.0026812705
Africa,,1886,0.000047417838,0.00019014897,0.00030248205,0.0007539415,4.785e-8,0.0027414842
Africa,,1887,0.00004902985,0.0001977338,0.00031392917,0.0007797274,6.93e-8,0.002797909
Africa,,1888,0.00005065311,0.00020536524,0.0003255114,0.0008057229,1.056e-7,0.0028564744
Africa,,1889,0.000052287945,0.000213049,0.00033726756,0.0008319279,1.65e-7,0.002916014
Africa,,1890,0.00005396323,0.00022113614,0.0003491848,0.00085834245,2.9865e-7,0.0029772941
Africa,,1891,0.000055657623,0.00022929981,0.00036069102,0.00088493153,4.323e-7,0.0030495913
Africa,,1892,0.000057371843,0.00023754392,0.00037288334,0.0009116952,6.4845e-7,0.00310743
Africa,,1893,0.000059106605,0.00024587216,0.00038547025,0.00093863346,0.0000014586,0.0031736817
Africa,,1894,0.000060862618,0.0002542881,0.0003983354,0.0009657462,0.0000025542,0.003237428
Africa,,1895,0.00006264058,0.00026279513,0.0004115294,0.0009930335,0.00000405735,0.0032991671
Africa,,1896,0.00006444119,0.00027139645,0.00042496008,0.0010204954,0.00000597465,0.003370613
Africa,,1897,0.00006626513,0.0002800951,0.00043854845,0.0010481318,0.00000812625,0.0034381635
Africa,,1898,0.00006811308,0.00028889396,0.0004524095,0.0010759429,0.0000108504,0.003508237
Africa,,1899,0.000069985705,0.00029779578,0.00046622963,0.0011039284,0.0000133353,0.0035828785
Africa,,1900,0.00007188368,0.00030680306,0.0004797639,0.0011320886,0.0000143847,0.003668198
Africa,,1901,0.00007380907,0.00031591376,0.00049420696,0.0011602403,0.00001614525,0.0037471594
Africa,,1902,0.00007576484,0.00032512363,0.00050949736,0.0011883836,0.00001876875,0.003830059
Africa,,1903,0.0000777532,0.00033443197,0.00052547536,0.0012165185,0.0000223245,0.003912294
Africa,,1904,0.00007977558,0.0003438417,0.0005420685,0.0012446449,0.0000263373,0.0040027983
Africa,,1905,0.00008183265,0.00035335924,0.0005592229,0.0012727629,0.000030958952,0.0040952237
Africa,,1906,0.00008392433,0.0003629945,0.0005773229,0.0013008724,0.000036235648,0.004188766
Africa,,1907,0.00008604973,0.00037276105,0.0005962239,0.0013289737,0.0000420585,0.0042810235
Africa,,1908,0.00008820724,0.0003826759,0.0006158065,0.0013570663,0.0000480942,0.0043810313
Africa,,1909,0.000090394446,0.00039275968,0.0006363399,0.0013851507,0.000055022552,0.0044859694
Africa,,1910,0.00009260819,0.00040303654,0.0006577793,0.0014132266,0.00006286335,0.0045968876
Africa,,1911,0.00009484601,0.0004136,0.00068025215,0.0014423511,0.0000704583,0.0047196914
Africa,,1912,0.00009710676,0.00042459366,0.0007040418,0.0014725243,0.0000785433,0.00484084
Africa,,1913,0.00009938956,0.00043613574,0.0007290404,0.001503746,0.00008737245,0.0049610613
Africa,,1914,0.00010169374,0.00044831904,0.0007546877,0.0015360165,0.00009617685,0.0050898353
Africa,,1915,0.00010401885,0.00046121096,0.0007809378,0.0015693355,0.000105005995,0.0052378657
Africa,,1916,0.000106364685,0.0004748535,0.0008086194,0.0016037032,0.00011547856,0.005378048
Africa,,1917,0.00010873125,0.0004892633,0.0008375953,0.0016391195,0.00012689161,0.00552273
Africa,,1918,0.00011111878,0.00050443143,0.0008676007,0.0016755845,0.0001380258,0.0056615244
Africa,,1919,0.000113527734,0.0005203238,0.00089840795,0.001713098,0.0001494834,0.005803661
Africa,,1920,0.000115958814,0.0005368808,0.0009304969,0.0017516603,0.00016211579,0.005954553
Africa,,1921,0.00011841223,0.0005541183,0.0009624566,0.0017917571,0.0001747185,0.006119017
Africa,,1922,0.00012088771,0.0005721203,0.0009940331,0.0018333886,0.0001855128,0.006296724
Africa,,1923,0.00012338517,0.0005909348,0.0010267716,0.0018765547,0.00019859236,0.006478428
Africa,,1924,0.00012590474,0.00061057357,0.0010603303,0.0019212555,0.00021238634,0.0066643283
Africa,,1925,0.00012844674,0.0006310121,0.001094521,0.0019674909,0.00022687996,0.006863603
Africa,,1926,0.0001310117,0.00065218983,0.0011291931,0.002015261,0.0002423883,0.0070569846
Africa,,1927,0.00013360032,0.00067400996,0.0011650698,0.002064566,0.0002576277,0.0072570974
Africa,,1928,0.00013621354,0.0006963396,0.0012014359,0.0021154052,0.00027328575,0.0074517704
Africa,,1929,0.00013885245,0.0007190095,0.001238085,0.0021677793,0.0002894082,0.0076543353
Africa,,1930,0.00014151841,0.00074181444,0.0012741862,0.002221688,0.0003045823,0.007889142
Africa,,1931,0.00014422649,0.0007645461,0.0013093018,0.0022765035,0.0003178506,0.008149678
Africa,,1932,0.00014700263,0.0007870443,0.0013435635,0.0023322257,0.00032983956,0.008423472
Africa,,1933,0.0001498685,0.0008091887,0.0013778264,0.0023888547,0.0003426699,0.008708337
Africa,,1934,0.00015284159,0.0008308994,0.0014130083,0.0024463905,0.00035732324,0.008985396
Africa,,1935,0.00015593506,0.0008521365,0.0014490453,0.002504833,0.0003734943,0.009272264
